Time,Load
(sec),(N)
7365.0995,57.96966
7365.1995,57.86072
7365.3,57.80328
7365.4,57.65586
7365.5,57.54809
7365.5995,57.44883
7365.6915,57.35273
7365.6995,57.315
7365.8,57.23446
7365.9,57.09825
7366,57.04144
7366.0995,56.90226
7366.1995,56.78266
7366.3,56.67717
7366.4,56.57563
7366.5,56.44884
7366.5995,56.32518
7366.6995,56.28131
7366.8,56.13305
7366.9,56.01025
7367,55.89182
7367.0995,55.80121
7367.1995,55.68525
7367.3,55.55588
7367.4,55.50541
7367.5,55.37074
7367.5995,55.28949
7367.6995,55.14865
7367.8,55.07533
7367.9,54.94298
7368,54.80598
7368.0995,54.73956
7368.1995,54.64531
7368.3,54.53578
7368.4,54.39604
7368.5,54.33024
7368.5995,54.21517
7368.6995,54.07984
7368.8,53.97648
7368.9,53.88539
7369,53.81882
7369.0995,53.67943
7369.1995,53.57057
7369.3,53.49258
7369.4,53.37457
7369.5,53.25392
7369.5995,53.19095
7369.6995,53.10913
7369.8,52.99645
7369.9,52.86204
7370,52.8293
7370.0995,52.67519
7370.1995,52.58094
7370.3,52.5212
7370.4,52.43057
7370.446,52.40563
7370.5,52.33205
7370.5995,52.18961
7370.6995,52.13718
7370.8,52.00464
7370.9,51.92087
7371,51.8213
7371.0995,51.74697
7371.1995,51.68177
7371.3,51.49656
7371.4,51.43903
7371.5,51.32749
7371.5995,51.23631
7371.6995,51.13429
7371.8,51.07662
7371.9,50.99404
7372,50.83756
7372.0995,50.78563
7372.1995,50.66834
7372.3,50.57069
7372.4,50.43998
7372.5,50.3808
7372.5995,50.3213
7372.6995,50.195
7372.8,50.10763
7372.9,49.99518
7373,49.91443
7373.0995,49.80282
7373.1995,49.70583
7373.3,49.65561
7373.4,49.54027
7373.5,49.443
7373.5995,49.33006
7373.6995,49.24897
7373.8,49.14586
7373.9,49.06058
7374,48.98818
7374.0995,48.8893
7374.1995,48.75952
7374.3,48.68789
7374.4,48.62117
7374.5,48.5075
7374.5995,48.39464
7374.6995,48.35203
7374.8,48.25925
7374.9,48.16641
7375,48.05673
7375.0995,47.97862
7375.1995,47.88703
7375.3,47.74991
7375.4,47.73505
7375.5,47.64285
7375.5995,47.56301
7375.6995,47.4336
7375.7075,47.44875
7375.8,47.35376
7375.9,47.30684
7376,47.15176
7376.0995,47.10539
7376.1995,46.98932
7376.3,46.95306
7376.4,46.81383
7376.5,46.74309
7376.5995,46.68219
7376.6995,46.53218
7376.8,46.47677
7376.9,46.38708
7377,46.33991
7377.0995,46.22028
7377.1995,46.13558
7377.3,46.07709
7377.4,45.95438
7377.5,45.87315
7377.5995,45.78361
7377.6995,45.75608
7377.8,45.64487
7377.9,45.54686
7378,45.47963
7378.0995,45.37904
7378.1995,45.27284
7378.3,45.20147
7378.4,45.1567
7378.5,45.07925
7378.5995,44.9564
7378.6995,44.8835
7378.8,44.83087
7378.9,44.71266
7379,44.6229
7379.0995,44.55458
7379.1995,44.51448
7379.3,44.38331
7379.4,44.31574
7379.5,44.25264
7379.5995,44.15675
7379.6995,44.06044
7379.8,43.98146
7379.9,43.96174
7380,43.81659
7380.0995,43.77787
7380.1995,43.68634
7380.3,43.62408
7380.4,43.50951
7380.5,43.43921
7380.5995,43.41143
7380.6995,43.30211
7380.8,43.24463
7380.9,43.12285
7381,43.08809
7381.0995,42.966
7381.1995,42.88036
7381.3,42.85109
7381.4,42.73781
7381.5,42.67805
7381.5995,42.54585
7381.6995,42.52327
7381.8,42.3854
7381.8375,42.38294
7381.9,42.31628
7382,42.26048
7382.0995,42.1724
7382.1995,42.09562
7382.3,41.97865
7382.4,41.93887
7382.5,41.84218
7382.5995,41.76003
7382.6995,41.70429
7382.8,41.63302
7382.9,41.56187
7383,41.46123
7383.0995,41.39148
7383.1995,41.31541
7383.3,41.18772
7383.4,41.13894
7383.5,41.0765
7383.5995,41.02279
7383.6995,40.9175
7383.8,40.82866
7383.9,40.78713
7384,40.65593
7384.0995,40.59695
7384.1995,40.52475
7384.3,40.4819
7384.4,40.38657
7384.5,40.27195
7384.5995,40.23861
7384.6995,40.10329
7384.8,40.04722
7384.9,39.95099
7385,39.91254
7385.0995,39.82614
7385.1995,39.71148
7385.3,39.68005
7385.4,39.54127
7385.5,39.48775
7385.5995,39.37396
7385.6995,39.3465
7385.8,39.2529
7385.9,39.1508
7386,39.0868
7386.0995,38.98299
7386.1995,38.9072
7386.3,38.77312
7386.4,38.75362
7386.5,38.66544
7386.5995,38.55945
7386.6995,38.47566
7386.8,38.37681
7386.9,38.30648
7387,38.17756
7387.0995,38.1246
7387.1995,38.04804
7387.3,37.95226
7387.4,37.84967
7387.5,37.76225
7387.5995,37.70454
7387.6995,37.58417
7387.8,37.51075
7387.9,37.45649
7388,37.37504
7388.0965,37.278
7388.0995,37.27284
7388.1995,37.19493
7388.3,37.13568
7388.4,37.01997
7388.5,36.92411
7388.5995,36.89213
7388.6995,36.80569
7388.8,36.72973
7388.9,36.64995
7389,36.59726
7389.0995,36.50509
7389.1995,36.41602
7389.3,36.35707
7389.4,36.29426
7389.5,36.22692
7389.5995,36.10019
7389.6995,36.07857
7389.8,35.99133
7389.9,35.86789
7390,35.85542
7390.0995,35.74743
7390.1995,35.72461
7390.3,35.57722
7390.4,35.54267
7390.5,35.47047
7390.5995,35.36358
7390.6995,35.31675
7390.8,35.2279
7390.9,35.20851
7391,35.08699
7391.0995,35.04269
7391.1995,34.95802
7391.3,34.86528
7391.4,34.79484
7391.5,34.72853
7391.5995,34.69742
7391.6995,34.59553
7391.8,34.53338
7391.9,34.47052
7392,34.36823
7392.0995,34.30357
7392.1995,34.24396
7392.3,34.19377
7392.4,34.10134
7392.5,34.01864
7392.5995,33.95247
7392.6995,33.88448
7392.8,33.79594
7392.9,33.73706
7393,33.67521
7393.0995,33.64746
7393.1995,33.52438
7393.3,33.47993
7393.4,33.41477
7393.5,33.31542
7393.5995,33.24764
7393.6995,33.18733
7393.8,33.17168
7393.9,33.05746
7394,32.99313
7394.0995,32.91338
7394.1995,32.86509
7394.3,32.77553
7394.4,32.71958
7394.5,32.68975
7394.5995,32.59017
7394.6995,32.53393
7394.8,32.43374
7394.8705,32.44391
7394.9,32.42105
7395,32.29853
7395.0995,32.24985
7395.1995,32.20838
7395.3,32.14233
7395.4,32.06484
7395.5,31.97092
7395.5995,31.96201
7395.6995,31.81925
7395.8,31.77326
7395.9,31.72628
7396,31.67
7396.0995,31.60227
7396.1995,31.49732
7396.3,31.48186
7396.4,31.36444
7396.5,31.29296
7396.5995,31.22023
7396.6995,31.19106
7396.8,31.11403
7396.9,31.00188
7397,30.96704
7397.0995,30.88115
7397.1995,30.79583
7397.3,30.73757
7397.4,30.68121
7397.5,30.62919
7397.5995,30.53323
7397.6995,30.46859
7397.8,30.40764
7397.9,30.30973
7398,30.26439
7398.0995,30.20586
7398.1995,30.15499
7398.3,30.05281
7398.4,29.97638
7398.5,29.94269
7398.5995,29.82437
7398.6995,29.79221
7398.8,29.72333
7398.9,29.71135
7399,29.60456
7399.0995,29.51369
7399.1995,29.46654
7399.3,29.36761
7399.4,29.32295
7399.5,29.22031
7399.5995,29.22666
7399.6995,29.11579
7399.8,29.04016
7399.9,28.96952
7400,28.89981
7400.0995,28.82875
7400.1995,28.74809
7400.3,28.71938
7400.4,28.62645
7400.5,28.55414
7400.5995,28.48892
7400.6995,28.43866
7400.8,28.34618
7400.9,28.25042
7401,28.22027
7401.0995,28.15599
7401.1995,28.08682
7401.3,27.99022
7401.4,27.94396
7401.5,27.87188
7401.5995,27.77661
7401.6995,27.74367
7401.8,27.68844
7401.9,27.62502
7402,27.53529
7402.0995,27.47472
7402.1995,27.41199
7402.3,27.31384
7402.3945,27.27011
7402.4,27.26121
7402.5,27.22421
7402.5995,27.1698
7402.6995,27.09867
7402.8,27.01679
7402.9,26.99204
7403,26.89316
7403.0995,26.82568
7403.1995,26.793
7403.3,26.72288
7403.4,26.66936
7403.5,26.56938
7403.5995,26.55442
7403.6995,26.45152
7403.8,26.39125
7403.9,26.35578
7404,26.3044
7404.0995,26.24823
7404.1995,26.14588
7404.3,26.09217
7404.4,26.02013
7404.5,25.94597
7404.5995,25.90108
7404.6995,25.84609
7404.8,25.81828
7404.9,25.70071
7405,25.6823
7405.0995,25.62468
7405.1995,25.53356
7405.3,25.46911
7405.4,25.4269
7405.5,25.38808
7405.5995,25.27044
7405.6995,25.22908
7405.8,25.16881
7405.9,25.11077
7406,25.04022
7406.0995,24.99301
7406.1995,24.95553
7406.3,24.86809
7406.4,24.80358
7406.5,24.74676
7406.5995,24.701
7406.6995,24.63103
7406.8,24.57475
7406.9,24.55453
7407,24.49483
7407.0995,24.412
7407.1995,24.37041
7407.3,24.3112
7407.4,24.24462
7407.5,24.17744
7407.5995,24.15984
7407.6995,24.11256
7407.8,24.04844
7407.9,23.99644
7408,23.93918
7408.0995,23.89737
7408.1995,23.81979
7408.3,23.79763
7408.4,23.75696
7408.5,23.69504
7408.5995,23.63621
7408.6995,23.58649
7408.8,23.55961
7408.9,23.47032
7409,23.47006
7409.0995,23.41526
7409.1995,23.36967
7409.3,23.30155
7409.4,23.23849
7409.5,23.24724
7409.5995,23.11711
7409.6995,23.11443
7409.8,23.07129
7409.9,23.04509
7410,22.96297
7410.0995,22.89965
7410.1995,22.89356
7410.3,22.81746
7410.4,22.77117
7410.5,22.72671
7410.5995,22.70038
7410.6995,22.64066
7410.8,22.6011
7410.9,22.55477
7411,22.4999
7411.0995,22.45265
7411.1995,22.41076
7411.3,22.39642
7411.4,22.345
7411.5,22.26656
7411.5155,22.26186
7411.5995,22.25075
7411.6995,22.21015
7411.8,22.12989
7411.9,22.10796
7412,22.07801
7412.0995,22.06398
7412.1995,21.98662
7412.3,21.96028
7412.4,21.93195
7412.5,21.8578
7412.5995,21.85331
7412.6995,21.7925
7412.8,21.80255
7412.9,21.69142
7413,21.67571
7413.0995,21.63058
7413.1995,21.59821
7413.3,21.55807
7413.4,21.51173
7413.5,21.52042
7413.5995,21.44495
7413.6995,21.4192
7413.8,21.35043
7413.9,21.31555
7414,21.24195
7414.0995,21.21186
7414.1995,21.21399
7414.3,21.17406
7414.4,21.13859
7414.5,21.05562
7414.5995,21.05313
7414.6995,20.97579
7414.8,20.93204
7414.9,20.9328
7415,20.89078
7415.0995,20.84983
7415.1995,20.79195
7415.3,20.76512
7415.4,20.71149
7415.5,20.68245
7415.5995,20.66031
7415.6995,20.63218
7415.8,20.58738
7415.9,20.53498
7416,20.50675
7416.0995,20.47734
7416.1995,20.41997
7416.3,20.38722
7416.4,20.38146
7416.5,20.34673
7416.5995,20.30493
7416.6995,20.24116
7416.8,20.26332
7416.9,20.17108
7417,20.15245
7417.0995,20.12017
7417.1995,20.11933
7417.3,20.0983
7417.4,20.02532
7417.5,20.05797
7417.5995,19.97982
7417.6995,19.95918
7417.8,19.92414
7417.9,19.92771
7418,19.88297
7418.0995,19.80499
7418.1995,19.8206
7418.3,19.74349
7418.4,19.73902
7418.5,19.6782
7418.5995,19.68452
7418.6995,19.64697
7418.8,19.57783
7418.9,19.57111
7419,19.51527
7419.0995,19.50807
7419.1995,19.45319
7419.3,19.45196
7419.4,19.41243
7419.5,19.36488
7419.5995,19.33992
7419.6995,19.29789
7419.8,19.25405
7419.9,19.20374
7420,19.20929
7420.0995,19.19601
7420.1995,19.1415
7420.3,19.09785
7420.4,19.06714
7420.5,19.01667
7420.5995,19.00181
7420.6995,18.97077
7420.8,18.96131
7420.9,18.90307
7421,18.87401
7421.0995,18.83946
7421.1995,18.79721
7421.3,18.7766
7421.4,18.70715
7421.5,18.738
7421.5995,18.68862
7421.6995,18.66377
7421.8,18.61885
7421.9,18.61466
7422,18.55988
7422.0995,18.50574
7422.1995,18.52348
7422.3,18.4715
7422.4,18.46328
7422.5,18.39433
7422.5995,18.38315
7422.6995,18.36312
7422.8,18.29437
7422.9,18.30439
7423,18.26782
7423.0995,18.26122
7423.1995,18.19834
7423.3,18.17296
7423.4,18.15584
7423.5,18.07618
7423.5995,18.10287
7423.6995,18.06627
7423.8,18.08093
7423.9,18.01595
7424,17.99435
7424.0995,17.98315
7424.1995,17.91582
7424.3,17.90792
7424.4,17.87227
7424.5,17.88248
7424.5995,17.83886
7424.6995,17.79509
7424.8,17.7847
7424.9,17.74483
7425,17.69228
7425.0995,17.68229
7425.1995,17.68482
7425.3,17.6534
7425.4,17.60272
7425.5,17.58924
7425.5995,17.54642
7425.6995,17.51555
7425.8,17.51276
7425.9,17.47647
7426,17.45935
7426.0995,17.40691
7426.1995,17.39534
7426.3,17.36358
7426.3115,17.37843
7426.4,17.3413
7426.5,17.3206
7426.5995,17.29761
7426.6995,17.30474
7426.8,17.2283
7426.9,17.22475
7427,17.17852
7427.0995,17.1542
7427.1995,17.11426
7427.3,17.09956
7427.4,17.10911
7427.5,17.0487
7427.5995,17.04038
7427.6995,16.99694
7427.8,17.01688
7427.9,16.92826
7428,16.91023
7428.0995,16.92307
7428.1995,16.89892
7428.3,16.8703
7428.4,16.82458
7428.5,16.83766
7428.5995,16.75299
7428.6995,16.75624
7428.8,16.74386
7428.9,16.71325
7429,16.68504
7429.0995,16.62727
7429.1995,16.63572
7429.3,16.59196
7429.4,16.562
7429.5,16.54745
7429.5995,16.55248
7429.6995,16.508
7429.8,16.46164
7429.9,16.4595
7430,16.43109
7430.0995,16.38843
7430.1995,16.38343
7430.3,16.38322
7430.4,16.35438
7430.5,16.31287
7430.5995,16.28689
7430.6995,16.2825
7430.8,16.21491
7430.9,16.22964
7431,16.1973
7431.0995,16.20916
7431.1995,16.16411
7431.3,16.12872
7431.4,16.14178
7431.5,16.05077
7431.5995,16.06319
7431.6995,16.03392
7431.8,16.06712
7431.9,16.01704
7432,15.98018
7432.0995,15.9911
7432.1995,15.92574
7432.3,15.92645
7432.4,15.89951
7432.5,15.90341
7432.5995,15.88016
7432.6995,15.85794
7432.8,15.8392
7432.9,15.81854
7433,15.77459
7433.0995,15.77563
7433.1995,15.78246
7433.3,15.76464
7433.4,15.70344
7433.5,15.69494
7433.5995,15.67563
7433.6995,15.62916
7433.8,15.60169
7433.9,15.60969
7434,15.58095
7434.0995,15.54617
7434.1995,15.52345
7434.3,15.50967
7434.4,15.49406
7434.5,15.4631
7434.5995,15.41789
7434.6995,15.4464
7434.8,15.39768
7434.9,15.37373
7435,15.35118
7435.0995,15.3418
7435.1995,15.30663
7435.3,15.28101
7435.4,15.28664
7435.5,15.22868
7435.5995,15.22609
7435.6995,15.15691
7435.8,15.16879
7435.9,15.11206
7436,15.08257
7436.0995,15.12248
7436.1995,15.08571
7436.3,15.07947
7436.4,15.00167
7436.5,15.02798
7436.5995,14.9632
7436.6995,14.95057
7436.8,14.9656
7436.9,14.93808
7437,14.92687
7437.0995,14.86527
7437.1995,14.87778
7437.3,14.81987
7437.4,14.81555
7437.5,14.81371
7437.5995,14.79089
7437.6995,14.81516
7437.8,14.72372
7437.9,14.72134
7438,14.70519
7438.0995,14.67213
7438.1995,14.65959
7438.3,14.64023
7438.4,14.62372
7438.5,14.57966
7438.5995,14.56743
7438.6995,14.57016
7438.8,14.52801
7438.9,14.51442
7439,14.50494
7439.0995,14.52541
7439.1995,14.49534
7439.3,14.44013
7439.4,14.42729
7439.5,14.40056
7439.5995,14.39019
7439.6995,14.37207
7439.8,14.37466
7439.9,14.37133
7440,14.32208
7440.0995,14.33996
7440.1995,14.29661
7440.3,14.29024
7440.4,14.25523
7440.5,14.27258
7440.5995,14.27349
7440.6995,14.23169
7440.8,14.2325
7440.9,14.20271
7441,14.19459
7441.0995,14.13194
7441.1995,14.165
7441.3,14.15168
7441.4,14.1356
7441.5,14.10777
7441.5995,14.07191
7441.6995,14.0778
7441.8,14.01241
7441.9,14.04176
7442,14.04437
7442.0995,14.01212
7442.1995,13.98046
7442.3,13.96362
7442.4,13.95335
7442.5,13.91554
7442.5995,13.91547
7442.6995,13.91336
7442.8,13.91933
7442.9,13.88451
7443,13.84394
7443.0995,13.86105
7443.1995,13.81917
7443.3,13.80981
7443.4,13.79434
7443.5,13.80413
7443.5995,13.77677
7443.6995,13.73828
7443.8,13.74992
7443.9,13.72989
7444,13.69248
7444.0995,13.70075
7444.1995,13.6803
7444.3,13.67413
7444.4,13.62542
7444.5,13.62819
7444.5995,13.61275
7444.6995,13.56111
7444.8,13.58975
7444.9,13.56059
7445,13.57368
7445.0995,13.51057
7445.1995,13.5222
7445.3,13.5207
7445.4,13.43813
7445.5,13.46207
7445.5995,13.43032
7445.6995,13.45778
7445.8,13.40274
7445.9,13.38789
7446,13.39883
7446.0995,13.33185
7446.1995,13.34369
7446.3,13.30916
7446.4,13.34331
7446.5,13.29308
7446.5995,13.28366
7446.6995,13.2424
7446.8,13.23508
7446.9,13.21157
7447,13.19602
7447.0995,13.21747
7447.1995,13.18777
7447.3,13.16027
7447.4,13.13662
7447.5,13.11887
7447.5995,13.09466
7447.6995,13.07452
7447.8,13.06825
7447.9,13.06492
7448,13.02504
7448.0995,13.01731
7448.1995,13.01363
7448.3,12.98159
7448.4,12.93803
7448.5,12.93986
7448.5995,12.95094
7448.6995,12.90778
7448.8,12.88437
7448.9,12.86888
7449,12.84485
7449.0995,12.82763
7449.1995,12.81329
7449.3,12.82072
7449.4,12.78542
7449.5,12.78608
7449.5995,12.72963
7449.6995,12.75664
7449.8,12.68551
7449.9,12.69398
7450,12.68698
7450.0995,12.67104
7450.1995,12.65161
7450.3,12.59329
7450.4,12.63285
7450.5,12.55825
7450.5995,12.55832
7450.6995,12.55971
7450.8,12.55601
7450.9,12.54076
7451,12.47486
7451.0995,12.50483
7451.1995,12.43814
7451.3,12.44589
7451.4,12.42106
7451.5,12.43542
7451.5995,12.42523
7451.6995,12.37036
7451.8,12.37753
7451.9,12.34573
7452,12.32916
7452.0995,12.31424
7452.1995,12.31223
7452.3,12.31401
7452.4,12.25355
7452.466,12.24552
7452.5,12.2444
7452.5995,12.25559
7452.6995,12.19769
7452.8,12.2039
7452.9,12.17165
7453,12.19052
7453.0995,12.15823
7453.1995,12.12274
7453.3,12.13527
7453.4,12.06914
7453.5,12.06998
7453.5995,12.0622
7453.6995,12.08015
7453.8,12.04203
7453.9,12.01479
7454,12.00986
7454.0995,11.96086
7454.1995,11.95885
7454.3,11.91833
7454.4,11.94535
7454.5,11.92842
7454.5995,11.90391
7454.6995,11.8789
7454.8,11.85291
7454.9,11.84536
7455,11.7912
7455.0995,11.84825
7455.1995,11.8005
7455.3,11.78753
7455.4,11.74699
7455.5,11.7371
7455.5995,11.73121
7455.6995,11.68169
7455.8,11.71558
7455.9,11.69199
7456,11.68254
7456.0995,11.64246
7456.1995,11.62998
7456.3,11.62039
7456.4,11.58429
7456.5,11.58387
7456.5995,11.58173
7456.6995,11.57346
7456.8,11.54652
7456.9,11.5225
7457,11.52263
7457.0995,11.47544
7457.1995,11.45834
7457.3,11.47364
7457.4,11.46676
7457.5,11.42993
7457.5995,11.40784
7457.6995,11.41619
7457.8,11.37804
7457.9,11.34101
7458,11.35715
7458.0995,11.33712
7458.1995,11.33584
7458.3,11.27492
7458.4,11.2839
7458.5,11.25334
7458.5995,11.22685
7458.6995,11.24628
7458.8,11.20482
7458.9,11.22233
7459,11.15117
7459.0995,11.16349
7459.1995,11.13769
7459.3,11.12388
7459.4,11.10914
7459.5,11.09144
7459.5995,11.10171
7459.6995,11.05529
7459.8,11.05
7459.9,11.04146
7460,11.0039
7460.0995,10.98565
7460.1995,10.97732
7460.3,11.01341
7460.4,10.94577
7460.5,10.93882
7460.5995,10.92111
7460.6995,10.91496
7460.8,10.88828
7460.9,10.87988
7461,10.88963
7461.0995,10.86467
7461.1995,10.82414
7461.3,10.80862
7461.4,10.79748
7461.5,10.76731
7461.5995,10.74909
7461.6995,10.75936
7461.8,10.75131
7461.9,10.69294
7462,10.71347
7462.0995,10.67517
7462.1995,10.65065
7462.3,10.62631
7462.4,10.63877
7462.5,10.64623
7462.5995,10.59612
7462.6995,10.58399
7462.8,10.55902
7462.9,10.55609
7463,10.51602
7463.0995,10.51238
7463.1995,10.50409
7463.3,10.48918
7463.4,10.45335
7463.5,10.42211
7463.5995,10.44992
7463.6995,10.366
7463.8,10.40437
7463.9,10.38865
7464,10.39297
7464.0995,10.35298
7464.1995,10.30179
7464.3,10.35085
7464.4,10.27093
7464.5,10.28774
7464.5995,10.27407
7464.6995,10.28142
7464.8,10.24499
7464.9,10.20782
7465,10.23045
7465.0995,10.17326
7465.1995,10.16634
7465.3,10.1545
7465.4,10.18761
7465.5,10.14698
7465.5995,10.11501
7465.6995,10.10446
7465.8,10.08925
7465.9,10.06888
7466,10.06462
7466.0995,10.06862
7466.1995,10.05683
7466.3,10.00362
7466.4,9.99685
7466.5,9.98874
7466.5995,9.9545
7466.6995,9.94416
7466.8,9.92519
7466.9,9.95941
7467,9.89642
7467.0995,9.87145
7467.1995,9.8868
7467.3,9.83223
7467.4,9.83364
7467.5,9.79697
7467.5995,9.82543
7467.6995,9.78648
7467.8,9.77621
7467.9,9.76084
7468,9.72149
7468.0995,9.71765
7468.1995,9.68321
7468.3,9.71404
7468.4,9.67138
7468.5,9.66922
7468.5995,9.63758
7468.6995,9.63745
7468.8,9.59569
7468.9,9.57881
7469,9.60946
7469.0995,9.57701
7469.1995,9.57319
7469.3,9.53363
7469.4,9.53481
7469.5,9.50563
7469.5995,9.48916
7469.6995,9.51904
7469.8,9.49232
7469.9,9.47576
7470,9.43621
7470.0995,9.43215
7470.1995,9.42421
7470.3,9.40361
7470.4,9.38541
7470.5,9.39357
7470.5995,9.36724
7470.6995,9.35276
7470.8,9.33134
7470.9,9.33035
7471,9.2906
7471.0995,9.29199
7471.1995,9.29531
7471.3,9.28134
7471.4,9.26054
7471.5,9.20816
7471.5995,9.24806
7471.6995,9.18268
7471.8,9.17052
7471.9,9.18721
7472,9.15469
7472.0995,9.16955
7472.1995,9.11367
7472.3,9.14703
7472.4,9.0791
7472.5,9.07267
7472.5995,9.07127
7472.6995,9.06189
7472.8,9.08324
7472.9,9.00679
7473,9.03406
7473.0995,8.97892
7473.1995,8.97279
7473.3,8.94353
7473.4,8.96221
7473.5,8.9775
7473.5995,8.9114
7473.6995,8.93061
7473.8,8.91408
7473.9,8.87299
7474,8.85961
7474.0995,8.8633
7474.1995,8.87751
7474.3,8.84324
7474.4,8.83336
7474.5,8.81108
7474.5995,8.79638
7474.6995,8.78259
7474.8,8.77378
7474.9,8.78628
7475,8.7615
7475.0995,8.72913
7475.1995,8.72545
7475.3,8.70841
7475.4,8.68851
7475.5,8.66374
7475.5995,8.67109
7475.6995,8.66049
7475.8,8.63427
7475.9,8.60519
7476,8.60082
7476.0995,8.59309
7476.1995,8.55433
7476.3,8.56515
7476.4,8.54628
7476.5,8.51586
7476.5995,8.51973
7476.6995,8.49083
7476.8,8.48857
7476.9,8.43047
7477,8.46596
7477.0995,8.44681
7477.1995,8.44263
7477.3,8.422
7477.4,8.41515
7477.5,8.40644
7477.5995,8.36282
7477.6995,8.39113
7477.8,8.34381
7477.9,8.35812
7478,8.33046
7478.0995,8.30581
7478.1995,8.31664
7478.3,8.26142
7478.4,8.28801
7478.5,8.26541
7478.5995,8.28666
7478.6995,8.23041
7478.8,8.22549
7478.9,8.23734
7479,8.18795
7479.0995,8.18427
7479.1995,8.18443
7479.3,8.18613
7479.4,8.16747
7479.5,8.14228
7479.5995,8.13741
7479.6995,8.10874
7479.8,8.08782
7479.9,8.08545
7480,8.10804
7480.0995,8.09844
7480.1995,8.02977
7480.3,8.03868
7480.4,8.00929
7480.5,7.9871
7480.5995,7.99376
7480.6995,7.98071
7480.8,7.99447
7480.9,7.94373
7481,7.96398
7481.0995,7.92883
7481.1995,7.89474
7481.3,7.8859
7481.4,7.87639
7481.5,7.91159
7481.5995,7.84783
7481.6995,7.85278
7481.8,7.82443
7481.9,7.81487
7482,7.78772
7482.0995,7.78702
7482.1995,7.80867
7482.3,7.75823
7482.4,7.77525
7482.5,7.73163
7482.5995,7.72737
7482.6995,7.71277
7482.8,7.69599
7482.9,7.71615
7483,7.69448
7483.0995,7.67347
7483.1995,7.65369
7483.3,7.67066
7483.4,7.62959
7483.5,7.61632
7483.5995,7.62641
7483.6995,7.62289
7483.8,7.58757
7483.9,7.57518
7484,7.55911
7484.0995,7.55216
7484.1995,7.52318
7484.3,7.53395
7484.4,7.53395
7484.5,7.49453
7484.5995,7.50023
7484.6995,7.45092
7484.8,7.46333
7484.9,7.43051
7485,7.43539
7485.0995,7.42712
7485.1995,7.42847
7485.3,7.39494
7485.4,7.36974
7485.5,7.37279
7485.5015,7.36932
7485.5995,7.32547
7485.6995,7.34912
7485.8,7.32142
7485.9,7.3345
7486,7.32484
7486.0995,7.26544
7486.1995,7.29412
7486.3,7.23566
7486.4,7.26301
7486.5,7.22861
7486.5995,7.2343
7486.6995,7.22641
7486.8,7.18683
7486.9,7.19584
7487,7.16234
7487.0995,7.16864
7487.1995,7.13583
7487.3,7.16317
7487.4,7.13382
7487.5,7.10292
7487.5995,7.12746
7487.6995,7.07999
7487.8,7.08651
7487.9,7.05733
7488,7.07529
7488.0995,7.06954
7488.1995,7.04386
7488.3,7.03536
7488.4,7.02137
7488.5,6.98795
7488.5995,6.98257
7488.6995,6.97884
7488.8,6.98275
7488.9,6.95684
7489,6.954
7489.0995,6.93968
7489.1995,6.90531
7489.3,6.88145
7489.4,6.87745
7489.5,6.91632
7489.5995,6.88507
7489.6995,6.86944
7489.8,6.85424
7489.9,6.82424
7490,6.81867
7490.0995,6.79258
7490.1995,6.82181
7490.3,6.8025
7490.4,6.79624
7490.5,6.7558
7490.5995,6.75521
7490.6995,6.73193
7490.8,6.70851
7490.9,6.74086
7491,6.70489
7491.0995,6.7304
7491.1995,6.66774
7491.3,6.67433
7491.4,6.65888
7491.5,6.63605
7491.5995,6.64662
7491.6995,6.63512
7491.8,6.65067
7491.9,6.5963
7492,6.60014
7492.0995,6.59682
7492.1995,6.55194
7492.3,6.56537
7492.4,6.55854
7492.5,6.56558
7492.5995,6.5318
7492.6995,6.51957
7492.8,6.52573
7492.9,6.49182
7493,6.48374
7493.0995,6.48245
7493.1995,6.48722
7493.3,6.47677
7493.4,6.43723
7493.5,6.45254
7493.5995,6.41251
7493.6995,6.4011
7493.8,6.40051
7493.9,6.39769
7494,6.40376
7494.0995,6.35317
7494.1995,6.37975
7494.3,6.33257
7494.4,6.32746
7494.5,6.32011
7494.5995,6.3218
7494.6995,6.32893
7494.8,6.26892
7494.9,6.29383
7495,6.2421
7495.0995,6.23932
7495.1995,6.22676
7495.3,6.23018
7495.4,6.23902
7495.5,6.2155
7495.5995,6.202
7495.6995,6.17978
7495.8,6.1718
7495.9,6.13509
7496,6.16612
7496.0995,6.15418
7496.1995,6.1365
7496.3,6.12053
7496.4,6.08603
7496.5,6.10002
7496.5995,6.06228
7496.6995,6.05868
7496.8,6.07728
7496.9,6.06025
7497,6.03157
7497.0995,6.02885
7497.1995,6.02721
7497.3,5.97904
7497.4,5.98812
7497.5,6.00129
7497.5995,5.98951
7497.6995,5.95802
7497.8,5.95049
7497.9,5.94755
7498,5.925
7498.0995,5.9029
7498.1995,5.91374
7498.3,5.89571
7498.4,5.89249
7498.5,5.85588
7498.5995,5.8569
7498.6995,5.84964
7498.8,5.81192
7498.9,5.83339
7499,5.81164
7499.0995,5.82796
7499.1995,5.78715
7499.3,5.76947
7499.4,5.77122
7499.5,5.72391
7499.5995,5.75546
7499.6995,5.72305
7499.8,5.75169
7499.9,5.69111
7500,5.68676
7500.0995,5.69602
7500.1995,5.6705
7500.3,5.66412
7500.4,5.64828
7500.5,5.68147
7500.5995,5.63516
7500.6995,5.6117
7500.8,5.63332
7500.9,5.57677
7501,5.57159
7501.0995,5.57595
